timestamp,temperature,prediction,actuator_value,co2,humidity,time,date,month,day_week,minute
2024-02-07 19:20:00,19.68,20.7329025268555,10000.0,426.0,21.18,19,19,2,2,20
2024-02-07 19:00:00,19.68,20.7329025268555,10000.0,428.0,21.22,19,19,2,2,0
2024-02-07 18:40:00,19.85,20.772891998291,10000.0,431.6666666666667,21.229999999999997,18,18,2,2,40
2024-02-07 18:20:00,19.94,20.7628784179687,10000.0,433.0,21.259999999999998,18,18,2,2,20
2024-02-07 18:00:00,20.11,20.8834323883057,10000.0,434.33333333333337,21.28,18,18,2,2,0
2024-02-07 17:40:00,20.11,20.884895324707,10000.0,435.6666666666667,21.36,17,17,2,2,40
2024-02-07 17:20:00,20.28,20.9172344207764,10000.0,438.0,21.413333333333338,17,17,2,2,20
2024-02-07 17:00:00,20.37,20.9449043273926,10000.0,440.5,21.52,17,17,2,2,0
2024-02-07 16:40:00,20.55,20.9625606536865,10000.0,445.3333333333333,21.607999999999997,16,16,2,2,40
2024-02-07 16:20:00,20.63,21.02490234375,10000.0,449.5,21.66,16,16,2,2,20
2024-02-07 16:00:00,20.8,21.1357917785645,10000.0,462.3333333333333,21.840000000000003,16,16,2,2,0
2024-02-07 15:40:00,20.89,21.1773719787598,10000.0,473.0,22.174999999999997,15,15,2,2,40
2024-02-07 15:20:00,20.98,21.2581233978271,10000.0,479.5,22.58,15,15,2,2,20
2024-02-07 15:00:00,21.06,21.3060474395752,10000.0,489.0,22.373333333333335,15,15,2,2,0
2024-02-07 14:40:00,21.23,21.3343029022217,10000.0,488.0,22.243333333333336,14,14,2,2,40
2024-02-07 14:20:00,21.23,21.3404293060303,10000.0,483.5,22.42,14,14,2,2,20
2024-02-07 14:00:00,21.23,21.3898029327393,10000.0,482.0,22.430000000000003,14,14,2,2,0
2024-02-07 13:40:00,21.32,21.415153503418,10000.0,483.6666666666667,22.46,13,13,2,2,40
2024-02-07 13:20:00,21.4,21.4498195648193,9439.0,491.5,22.85,13,13,2,2,20
2024-02-07 13:00:00,21.49,21.4669609069824,8919.0,530.5,23.46,13,13,2,2,0
2024-02-07 12:40:00,21.66,21.5084247589111,8667.0,666.3333333333334,25.044,12,12,2,2,40
2024-02-07 12:20:00,21.83,21.5199966430664,9021.0,679.6666666666666,25.813333333333333,12,12,2,2,20
2024-02-07 12:00:00,21.58,21.4976654052734,9837.0,651.6666666666666,26.119999999999997,12,12,2,2,0
2024-02-07 11:40:00,21.49,21.4515018463135,10000.0,597.3333333333334,26.435000000000002,11,11,2,2,40
2024-02-07 11:20:00,21.15,21.3683738708496,10000.0,501.6666666666667,23.40833333333333,11,11,2,2,20
2024-02-07 11:00:00,21.32,21.3714809417725,10000.0,513.3333333333334,23.64,11,11,2,2,0
2024-02-07 10:40:00,21.4,21.4320430755615,10000.0,533.0,24.39,10,10,2,2,40
2024-02-07 10:20:00,21.58,21.4259204864502,9777.0,674.0,25.51,10,10,2,2,20
2024-02-07 10:00:00,21.66,21.4336280822754,9675.0,685.3333333333334,26.286666666666665,10,10,2,2,0
2024-02-07 09:40:00,21.49,21.4037570953369,10000.0,670.0,26.52,9,9,2,2,40
2024-02-07 09:20:00,21.32,21.2907695770264,10000.0,657.0,26.493333333333336,9,9,2,2,20
2024-02-07 09:00:00,20.98,21.2834053039551,10000.0,613.5,25.55,9,9,2,2,0
2024-02-07 08:40:00,20.89,21.3089256286621,10000.0,633.0,24.698333333333334,8,8,2,2,40
2024-02-07 08:20:00,21.4,21.3829307556152,10000.0,736.6666666666666,25.02,8,8,2,2,20
2024-02-07 08:00:00,21.4,21.3694858551025,10000.0,690.0,25.215,8,8,2,2,0
2024-02-07 07:40:00,21.23,21.2624607086182,10000.0,636.0,24.786666666666665,7,7,2,2,40
2024-02-07 07:20:00,20.89,21.2255973815918,10000.0,535.0,24.156,7,7,2,2,20
2024-02-07 07:00:00,20.46,21.2084064483643,10000.0,446.0,22.17,7,7,2,2,0
2024-02-07 06:40:00,20.46,20.7004299163818,10000.0,415.6666666666667,22.130000000000003,6,6,2,2,40
2024-02-07 06:20:00,20.37,20.8308067321777,9929.0,410.0,21.84,6,6,2,2,20
2024-02-07 06:00:00,20.46,20.9351196289062,5929.0,409.5,22.015,6,6,2,2,0
2024-02-07 05:40:00,20.55,20.9226455688477,3552.0,413.0,22.24,5,5,2,2,40
2024-02-07 05:20:00,20.72,20.9727153778076,2209.0,415.0,22.2575,5,5,2,2,20
2024-02-07 05:00:00,20.89,21.035228729248,1427.0,420.75,22.412,5,5,2,2,0
2024-02-07 04:40:00,21.06,21.0399475097656,967.0,426.5,22.545714285714286,4,4,2,2,40
2024-02-07 04:20:00,21.23,21.1808471679687,664.0,430.0,22.563333333333333,4,4,2,2,20
2024-02-07 04:00:00,21.4,21.3218116760254,350.0,439.0,23.103333333333335,4,4,2,2,0
2024-02-07 03:40:00,21.75,21.3301448822021,179.0,440.0,23.27,3,3,2,2,40
2024-02-07 03:20:00,21.83,21.4697666168213,27.0,439.3333333333333,23.27,3,3,2,2,20
2024-02-07 03:00:00,21.83,21.5050468444824,0.0,439.3333333333333,23.27,3,3,2,2,0
2024-02-07 02:40:00,21.83,21.592622756958,0.0,440.5,23.27,2,2,2,2,40
2024-02-07 02:20:00,21.92,21.6954612731934,0.0,439.0,23.27,2,2,2,2,20
2024-02-07 02:00:00,21.92,21.7763481140137,0.0,439.3333333333333,23.305,2,2,2,2,0
2024-02-07 01:40:00,21.92,21.823429107666,0.0,437.3333333333333,23.36,1,1,2,2,40
2024-02-07 01:20:00,22.01,21.863130569458,0.0,437.0,23.38,1,1,2,2,20
2024-02-07 01:00:00,22.01,21.9032459259033,0.0,435.5,23.38,1,1,2,2,0
2024-02-07 00:40:00,22.09,21.9005546569824,0.0,433.5,23.38,0,0,2,2,40
2024-02-07 00:20:00,22.09,21.9428367614746,0.0,430.6666666666667,23.38,0,0,2,2,20
2024-02-07 00:00:00,22.18,21.9560222625732,0.0,429.6666666666667,23.38,0,0,2,2,0
2024-02-06 23:40:00,22.18,22.0549354553223,0.0,423.5,23.406666666666666,23,23,2,1,40
2024-02-06 23:20:00,22.26,22.0466976165771,0.0,420.0,23.4,23,23,2,1,20
2024-02-06 23:00:00,22.26,22.0464553833008,0.0,417.0,23.400000000000002,23,23,2,1,0
2024-02-06 22:40:00,22.35,22.1211242675781,0.0,410.0,23.41,22,22,2,1,40
2024-02-06 22:20:00,22.43,22.0424156188965,442.0,408.0,23.41,22,22,2,1,20
2024-02-06 22:00:00,22.35,21.9258270263672,1126.0,408.0,23.5,22,22,2,1,0
2024-02-06 21:40:00,22.35,21.872106552124,2236.0,409.0,23.54,21,21,2,1,40
2024-02-06 21:20:00,22.26,21.7787628173828,4075.0,412.5,23.646666666666665,21,21,2,1,20
2024-02-06 21:00:00,22.09,21.65500831604,6350.0,421.0,23.76,21,21,2,1,0
2024-02-06 20:40:00,21.92,21.5885257720947,8214.0,425.0,23.880000000000003,20,20,2,1,40
2024-02-06 20:20:00,21.75,21.436071395874,9587.0,431.0,24.1125,20,20,2,1,20
2024-02-06 20:00:00,21.49,21.2943019866943,10000.0,436.0,24.363333333333333,20,20,2,1,0
2024-02-06 19:40:00,21.15,21.248046875,10000.0,438.3333333333333,24.236666666666665,19,19,2,1,40
2024-02-06 19:20:00,21.15,21.2255954742432,10000.0,437.0,24.16,19,19,2,1,20
2024-02-06 19:00:00,21.15,21.2094326019287,10000.0,438.6666666666667,24.016,19,19,2,1,0
2024-02-06 18:40:00,21.15,21.1604957580566,10000.0,438.0,23.765,18,18,2,1,40
2024-02-06 18:20:00,21.15,21.2990703582764,10000.0,439.0,23.423333333333336,18,18,2,1,20
2024-02-06 18:00:00,21.15,21.2464332580566,10000.0,437.5,23.236666666666668,18,18,2,1,0
2024-02-06 17:40:00,21.15,21.2538051605225,10000.0,437.5,23.1575,17,17,2,1,40
2024-02-06 17:20:00,21.15,21.2834053039551,10000.0,439.5,23.0725,17,17,2,1,20
2024-02-06 17:00:00,21.15,21.2182922363281,10000.0,440.0,23.0325,17,17,2,1,0
2024-02-06 16:40:00,21.23,21.2720584869385,10000.0,437.5,22.98,16,16,2,1,40
2024-02-06 16:20:00,21.23,21.3083610534668,10000.0,436.0,22.93,16,16,2,1,20
2024-02-06 16:00:00,21.32,21.3244972229004,10000.0,437.6666666666667,22.93,16,16,2,1,0
2024-02-06 15:40:00,21.4,21.3408870697021,10000.0,442.0,23.01,15,15,2,1,40
2024-02-06 15:20:00,21.4,21.3013458251953,10000.0,456.0,23.045,15,15,2,1,20
2024-02-06 15:00:00,21.58,21.3283920288086,9843.0,456.0,23.08,15,15,2,1,0
2024-02-06 14:40:00,21.49,21.3184604644775,10000.0,456.0,23.01,14,14,2,1,40
2024-02-06 14:20:00,21.49,21.2763156890869,10000.0,452.0,22.903333333333336,14,14,2,1,20
2024-02-06 14:00:00,21.49,21.3385810852051,10000.0,452.0,22.841111111111115,14,14,2,1,0
